72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,-0.0223817,-0.00619784,0.490794,-0.100972,0.0178881,1
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,0.0223817,0.00619784,-0.490794,0.100972,-0.0178881,0
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,0.00709113,0.0313155,0.343534,-0.0880301,0.0154111,1
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,-0.00709113,-0.0313155,-0.343534,0.0880301,-0.0154111,0
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,-0.00400768,-0.00663909,0.416966,-0.132232,-0.00027,1
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,0.00400768,0.00663909,-0.416966,0.132232,0.00027,0
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,-0.0170282,-0.0140052,0.278473,-0.0283276,0.00725518,1
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,0.0170282,0.0140052,-0.278473,0.0283276,-0.00725518,0
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,0.0030879,0.0299918,0.273768,-0.142488,0.0248044,1
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,-0.0030879,-0.0299918,-0.273768,0.142488,-0.0248044,0
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,0.00685414,-0.0593009,0.420063,-0.201844,0.0172607,1
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,-0.00685414,0.0593009,-0.420063,0.201844,-0.0172607,0
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,0.00795729,0.0100866,0.174075,-0.0322592,0.0186733,1
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,-0.00795729,-0.0100866,-0.174075,0.0322592,-0.0186733,0
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,0.0329574,0.0315415,0.15281,-0.064919,0.00284234,1
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,-0.0329574,-0.0315415,-0.15281,0.064919,-0.00284234,0
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,-0.000325849,0.0399387,0.161576,-0.123916,0.0242771,1
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,0.000325849,-0.0399387,-0.161576,0.123916,-0.0242771,0
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,0.0233941,-0.142275,0.337553,-0.195476,0.0144216,1
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,-0.0233941,0.142275,-0.337553,0.195476,-0.0144216,0
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,-0.000292103,0.00858791,-0.0779023,-0.017898,0.0173767,1
72.2882,9.8136,30.0681,0.00833446,0.0677055,0.0700765,0.000292103,-0.00858791,0.0779023,0.017898,-0.0173767,0
