0.0566118,0.0250828,0.0320707,-0.222796,0.375534,-0.330515,-0.00660621,-0.0121873,1
0.0566118,0.0250828,0.0320707,0.222796,-0.375534,0.330515,0.00660621,0.0121873,0
0.0566118,0.0250828,0.0320707,-0.176029,0.373941,-0.445839,-0.0145455,-0.0199655,1
0.0566118,0.0250828,0.0320707,0.176029,-0.373941,0.445839,0.0145455,0.0199655,0
0.0566118,0.0250828,0.0320707,-0.262349,0.294287,-0.462466,-0.0209911,-0.0330726,1
0.0566118,0.0250828,0.0320707,0.262349,-0.294287,0.462466,0.0209911,0.0330726,0
0.0566118,0.0250828,0.0320707,-0.29246,0.227019,-0.544409,-0.0141625,-0.0275197,1
0.0566118,0.0250828,0.0320707,0.29246,-0.227019,0.544409,0.0141625,0.0275197,0
0.0566118,0.0250828,0.0320707,-0.269595,-0.00128283,-0.349482,-0.0169564,-0.0251281,1
0.0566118,0.0250828,0.0320707,0.269595,0.00128283,0.349482,0.0169564,0.0251281,0
0.0566118,0.0250828,0.0320707,-0.449829,-0.192226,-0.526798,-0.0883625,-0.0944611,1
0.0566118,0.0250828,0.0320707,0.449829,0.192226,0.526798,0.0883625,0.0944611,0
0.0566118,0.0250828,0.0320707,-0.390019,-0.44158,-0.445129,0.0498995,-0.216163,1
0.0566118,0.0250828,0.0320707,0.390019,0.44158,0.445129,-0.0498995,0.216163,0
0.0566118,0.0250828,0.0320707,-0.375068,-0.44158,-0.635076,0.0092505,-0.249783,1
0.0566118,0.0250828,0.0320707,0.375068,0.44158,0.635076,-0.0092505,0.249783,0
